row_id,country_name,water_source,water_tech,status_id,management,pay,installer,install_year,status,source,adm1,adm2,wpdx_id,report_date,country_id,activity_id,data_lnk,orig_lnk,photo_lnk,converted,created,updated,lat_deg,lon_deg,location,count,fecal_coliform_presence,fecal_coliform_value,subjective_quality
151,Nicaragua,,New Community Well Project,yes,,,,2005,,El Porvenier,Boaco,Camoapa,wpdx-00000151,01/01/2005 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.491,-85.5043,"(12.491, -85.5043)",1,,,
152,Nicaragua,,Drilled Well,yes,,,,2008,,El Porvenier,Boaco,Camoapa,wpdx-00000152,01/01/2008 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.4442,-85.5029,"(12.4442, -85.5029)",1,,,
153,Nicaragua,,New Community Well Project,yes,,,,2002,,El Porvenier,Boaco,Camoapa,wpdx-00000153,01/01/2002 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.386,-85.5006,"(12.386, -85.5006)",1,,,
154,Nicaragua,,Rehabilitate Well Project,yes,,,,1995,,El Porvenier,Boaco,Camoapa,wpdx-00000154,01/01/1995 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.3865,-85.4982,"(12.3865, -85.4982)",1,,,
155,Nicaragua,,Rehabilitate Well Project,yes,,,,2007,,El Porvenier,Boaco,Camoapa,wpdx-00000155,01/01/2007 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.3865,-85.4982,"(12.3865, -85.4982)",1,,,
156,Nicaragua,,New Community Well Project,yes,,,,2009,,El Porvenier,Boaco,Camoapa,wpdx-00000156,01/01/2009 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.5108,-85.4955,"(12.5108, -85.4955)",1,,,
157,Nicaragua,,New Community Well Project,yes,,,,2007,,El Porvenier,Boaco,Camoapa,wpdx-00000157,01/01/2007 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.5067,-85.4926,"(12.5067, -85.4926)",1,,,
158,Nicaragua,,New Community Well Project,yes,,,,2007,,El Porvenier,Boaco,Camoapa,wpdx-00000158,01/01/2007 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.511,-85.4921,"(12.511, -85.4921)",1,,,
159,Nicaragua,,0,yes,,,,2014,,El Porvenier,,Camoapa,wpdx-00000159,01/01/2014 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.511,-85.4921,"(12.511, -85.4921)",1,,,
160,Nicaragua,,Spring Capture,yes,,,,1998,,El Porvenier,Boaco,Camoapa,wpdx-00000160,01/01/1998 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.3556,-85.4848,"(12.3556, -85.4848)",1,,,
161,Nicaragua,,Rehabilitate Well Project,yes,,,,2008,,El Porvenier,Boaco,Camoapa,wpdx-00000161,01/01/2008 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.4444,-85.4771,"(12.4444, -85.4771)",1,,,
162,Nicaragua,,New Community Well Project,yes,,,,2006,,El Porvenier,Boaco,Camoapa,wpdx-00000162,01/01/2006 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.4139,-85.4764,"(12.4139, -85.4764)",1,,,
163,Nicaragua,,Drilled Well,yes,,,,2014,,El Porvenier,,Camoapa,wpdx-00000163,01/01/2014 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.3986,-85.4753,"(12.3986, -85.4753)",1,,,
164,Nicaragua,,Rehabilitate Well Project,yes,,,,2010,,El Porvenier,Boaco,Camoapa,wpdx-00000164,01/01/2010 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.455,-85.4643,"(12.455, -85.4643)",1,,,
165,Nicaragua,,New Community Well Project,yes,,,,2010,,El Porvenier,Boaco,Camoapa,wpdx-00000165,01/01/2010 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.4671,-85.4552,"(12.4671, -85.4552)",1,,,
166,Nicaragua,,Rehabilitate Well Project,yes,,,,2011,,El Porvenier,Boaco,Camoapa,wpdx-00000166,01/01/2011 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.3479,-85.4521,"(12.3479, -85.4521)",1,,,
167,Nicaragua,,Rehabilitate Well Project,yes,,,,2010,,El Porvenier,Boaco,Camoapa,wpdx-00000167,01/01/2010 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.4314,-85.4503,"(12.4314, -85.4503)",1,,,
168,Nicaragua,,Gravity Flow Water System,yes,,,,1995,,El Porvenier,Boaco,Camoapa,wpdx-00000168,01/01/1995 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.3691,-85.4469,"(12.3691, -85.4469)",1,,,
169,Nicaragua,,Rehabilitate Well Project,yes,,,,2012,,El Porvenier,Boaco,Camoapa,wpdx-00000169,01/01/2012 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.3442,-85.4468,"(12.3442, -85.4468)",1,,,
170,Nicaragua,,New Community Well Project,yes,,,,2002,,El Porvenier,Boaco,Camoapa,wpdx-00000170,01/01/2002 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.4656,-85.4442,"(12.4656, -85.4442)",1,,,
171,Nicaragua,,New Community Well Project,yes,,,,2003,,El Porvenier,Boaco,Camoapa,wpdx-00000171,01/01/2003 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.4778,-85.4305,"(12.4778, -85.4305)",1,,,
172,Nicaragua,,Gravity Flow Water System,yes,,,,2014,,El Porvenier,,Camoapa,wpdx-00000172,01/01/2014 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.3836,-85.3783,"(12.3836, -85.3783)",1,,,
173,Nicaragua,,Small community systems,yes,,,,1996,,El Porvenier,Boaco,Camoapa,wpdx-00000173,01/01/1996 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.4633,-85.3365,"(12.4633, -85.3365)",1,,,
174,Nicaragua,,Spring Capture,yes,,,,2004,,El Porvenier,Boaco,Camoapa,wpdx-00000174,01/01/2004 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.438,-85.3311,"(12.438, -85.3311)",1,,,
175,Nicaragua,,Rehabilitate Water System,yes,,,,2010,,El Porvenier,Boaco,Camoapa,wpdx-00000175,01/01/2010 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.438,-85.3311,"(12.438, -85.3311)",1,,,
176,Nicaragua,,Rehabilitate Well Project,yes,,,,2012,,El Porvenier,Boaco,Camoapa,wpdx-00000176,01/01/2012 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.4883,-85.3121,"(12.4883, -85.3121)",1,,,
177,Nicaragua,,New Community Well Project,yes,,,,2004,,El Porvenier,Boaco,Camoapa,wpdx-00000177,01/01/2004 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.5126,-85.3022,"(12.5126, -85.3022)",1,,,
178,Nicaragua,,New Community Well Project,yes,,,,2003,,El Porvenier,Boaco,Camoapa,wpdx-00000178,01/01/2003 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.525,-85.2772,"(12.525, -85.2772)",1,,,
179,Nicaragua,,New Community Well Project,yes,,,,1998,,El Porvenier,Boaco,Camoapa,wpdx-00000179,01/01/1998 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.4855,-85.258,"(12.4855, -85.258)",1,,,
180,Nicaragua,,New Community Well Project,yes,,,,2010,,El Porvenier,Boaco,Camoapa,wpdx-00000180,01/01/2010 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.5982,-85.1707,"(12.5982, -85.1707)",1,,,
181,Nicaragua,,Gravity Flow Water System,yes,,,,2012,,El Porvenier,Boaco,Camoapa,wpdx-00000181,01/01/2012 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.5879,-85.1653,"(12.5879, -85.1653)",1,,,
182,Nicaragua,,New Community Well Project,yes,,,,2012,,El Porvenier,Boaco,Camoapa,wpdx-00000182,01/01/2012 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.4473,-85.126,"(12.4473, -85.126)",1,,,
183,Nicaragua,,Rehabilitate Well Project,yes,,,,2009,,El Porvenier,Matagalpa,Dario,wpdx-00000183,01/01/2009 12:00:00 AM +0000,NI,,http://www.dropbox.com/s/0f70mln5roxhy29/ProjToDate%20Watsan%2020150330%20water%20only%20for%20GWC-Raw.xls?dl=0,,,"#data_lnk, #lon_deg, #lat_deg, #country_id",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,12.7013,-86.0584,"(12.7013, -86.0584)",1,,,
184,Somalia,Drilledwell,,no,,,,2006,None,FAO - Somalia Water and Land Information Management,Mudug,Galkayo,wpdx-00000184,11/07/2006 12:00:00 AM +0000,SO,Galkayo Education Centre,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,6.81375,47.4274,"(6.81375, 47.4274)",1,,,
185,Somalia,Drilledwell,LAWARA,yes,,,,2006,Poor,FAO - Somalia Water and Land Information Management,Mudug,Galkayo,wpdx-00000185,11/12/2006 12:00:00 AM +0000,SO,Harfu Borehole1,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,7.35547,47.6261,"(7.35547, 47.6261)",1,,,
186,Somalia,Drilledwell,Diesel,yes,,,,,Fair,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000186,11/10/2006 12:00:00 AM +0000,SO,B.Water Agency 3,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.54694,45.5189,"(9.54694, 45.5189)",1,,,
187,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000187,11/10/2006 12:00:00 AM +0000,SO,Buqleeya,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.52,45.5358,"(9.52, 45.5358)",1,,,
188,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000188,11/10/2006 12:00:00 AM +0000,SO,Buqleeya 1,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.52,45.5356,"(9.52, 45.5356)",1,,,
189,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000189,10/10/2006 12:00:00 AM +0000,SO,Buroa Warer Agency,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.54694,45.5256,"(9.54694, 45.5256)",1,,,
190,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000190,11/10/2006 12:00:00 AM +0000,SO,Bustale,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.52194,45.5744,"(9.52194, 45.5744)",1,,,
191,Somalia,Drilledwell,Diesel,yes,,,,,Good,FAO - Somalia Water and Land Information Management,Awdal,Baki,wpdx-00000191,11/10/2006 12:00:00 AM +0000,SO,Della,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.7525,43.3411,"(9.7525, 43.3411)",1,,,
192,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Awdal,Zeylac,wpdx-00000192,06/10/2006 12:00:00 AM +0000,SO,Elgal,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,10.8817,43.3417,"(10.8817, 43.3417)",1,,,
193,Somalia,Drilledwell,Diesel,yes,,,,,Good,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000193,11/10/2006 12:00:00 AM +0000,SO,Factory Meet in Burao,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.50222,45.4194,"(9.50222, 45.4194)",1,,,
194,Somalia,Drilledwell,Granfoss Diesel,no,,,,,Poor,FAO - Somalia Water and Land Information Management,Woqooyi Galbeed,Gebiley,wpdx-00000194,09/10/2006 12:00:00 AM +0000,SO,Ged-baladh,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.49083,43.4333,"(9.49083, 43.4333)",1,,,
195,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000195,11/10/2006 12:00:00 AM +0000,SO,Jaaliyada (B.W.A),http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.53611,45.5483,"(9.53611, 45.5483)",1,,,
196,Somalia,Drilledwell,Yanmar Diesel,yes,,,,,Good,FAO - Somalia Water and Land Information Management,Awdal,Zeylac,wpdx-00000196,06/10/2006 12:00:00 AM +0000,SO,Jidhi,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,10.5475,43.075,"(10.5475, 43.075)",1,,,
197,Somalia,Drilledwell,Sumata Diesel,yes,,,,,Fair,FAO - Somalia Water and Land Information Management,Woqooyi Galbeed,Berbera,wpdx-00000197,06/10/2006 12:00:00 AM +0000,SO,Jiifto,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,10.3308,44.9514,"(10.3308, 44.9514)",1,,,
198,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000198,11/10/2006 12:00:00 AM +0000,SO,Kabadhere,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.47694,45.4464,"(9.47694, 45.4464)",1,,,
199,Somalia,Drilledwell,Granfoss Diesel,yes,,,,,Good,FAO - Somalia Water and Land Information Management,Awdal,Lughaye,wpdx-00000199,06/10/2006 12:00:00 AM +0000,SO,Kalawle,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,10.5531,43.8531,"(10.5531, 43.8531)",1,,,
200,Somalia,Drilledwell,,yes,,,,,Fair,FAO - Somalia Water and Land Information Management,Awdal,Lughaye,wpdx-00000200,06/10/2006 12:00:00 AM +0000,SO,Karuure,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,10.7503,43.5972,"(10.7503, 43.5972)",1,,,
201,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000201,11/10/2006 12:00:00 AM +0000,SO,Mandeq Co.,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.5125,45.4742,"(9.5125, 45.4742)",1,,,
202,Somalia,Drilledwell,Fankaline Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000202,10/10/2006 12:00:00 AM +0000,SO,Qabri-huluul,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,8.9525,46.3617,"(8.9525, 46.3617)",1,,,
203,Somalia,Drilledwell,Granfoss Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Woqooyi Galbeed,Gebiley,wpdx-00000203,09/10/2006 12:00:00 AM +0000,SO,Qalah,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.52861,43.5164,"(9.52861, 43.5164)",1,,,
204,Somalia,Drilledwell,MONO pump Diesel,yes,,,,,Good,FAO - Somalia Water and Land Information Management,Awdal,Borama,wpdx-00000204,06/10/2006 12:00:00 AM +0000,SO,qulunjeed,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,10.0911,43.0186,"(10.0911, 43.0186)",1,,,
205,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Woqooyi Galbeed,Berbera,wpdx-00000205,09/10/2006 12:00:00 AM +0000,SO,Sahil,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,10.1386,45.1694,"(10.1386, 45.1694)",1,,,
