row_id,country_name,water_source,water_tech,status_id,management,pay,installer,install_year,status,source,adm1,adm2,wpdx_id,report_date,country_id,activity_id,data_lnk,orig_lnk,photo_lnk,converted,created,updated,lat_deg,lon_deg,location,count,fecal_coliform_presence,fecal_coliform_value,subjective_quality
206,Somalia,Drilledwell,Granfoss Diesel,yes,,,,,Good,FAO - Somalia Water and Land Information Management,Togdheer,Sheikh,wpdx-00000206,09/10/2006 12:00:00 AM +0000,SO,sheikh 1,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.83833,45.2281,"(9.83833, 45.2281)",1,,,
207,Somalia,Drilledwell,Granfoss Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000207,10/10/2006 12:00:00 AM +0000,SO,Sulman-Kulul,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.54861,45.1889,"(9.54861, 45.1889)",1,,,
208,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000208,11/10/2006 12:00:00 AM +0000,SO,Wadamo-goo,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,8.93611,46.3192,"(8.93611, 46.3192)",1,,,
209,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000209,01/19/2006 12:00:00 AM +0000,SO,Ambarrey1,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.52711,44.4114,"(1.52711, 44.4114)",1,,,
210,Somalia,,Dugwell,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000210,01/19/2006 12:00:00 AM +0000,SO,Ambarrey2,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.52829,44.4114,"(1.52829, 44.4114)",1,,,
211,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000211,01/19/2006 12:00:00 AM +0000,SO,Dacaraha,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.55632,41.3752,"(1.55632, 41.3752)",1,,,
212,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000212,01/20/2006 12:00:00 AM +0000,SO,Busley,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.57034,44.4489,"(1.57034, 44.4489)",1,,,
213,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000213,01/27/2006 12:00:00 AM +0000,SO,Busley 2,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.57087,44.4485,"(1.57087, 44.4485)",1,,,
214,Somalia,,Dugwell,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000214,01/20/2006 12:00:00 AM +0000,SO,Kurtunwarey Farm,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.60142,44.3414,"(1.60142, 44.3414)",1,,,
215,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000215,04/06/2006 12:00:00 AM +0000,SO,Kurtunwarey School,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.60743,44.3347,"(1.60743, 44.3347)",1,,,
216,Somalia,,Dugwell,no,Community Management,,CONCERN Worldwide Somalia,2003,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000216,01/20/2006 12:00:00 AM +0000,SO,Kurtunwarey _ Rabii,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.60887,43.3585,"(1.60887, 43.3585)",1,,,
217,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000217,01/20/2006 12:00:00 AM +0000,SO,Kutunwarey - Nasiib,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.60954,44.3294,"(1.60954, 44.3294)",1,,,
218,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000218,01/20/2006 12:00:00 AM +0000,SO,Duray 1,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.60957,42.2782,"(1.60957, 42.2782)",1,,,
219,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000219,01/20/2006 12:00:00 AM +0000,SO,Duray 2,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.60967,44.2304,"(1.60967, 44.2304)",1,,,
220,Somalia,,Dugwell,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000220,01/19/2006 12:00:00 AM +0000,SO,Kurtunwarey Mosque,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.61132,44.3332,"(1.61132, 44.3332)",1,,,
221,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000221,01/20/2006 12:00:00 AM +0000,SO,Mukay Dumis,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.61281,44.4355,"(1.61281, 44.4355)",1,,,
222,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000222,01/20/2006 12:00:00 AM +0000,SO,Mukay Dumis School,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.61494,44.4369,"(1.61494, 44.4369)",1,,,
223,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000223,01/19/2006 12:00:00 AM +0000,SO,Towfiqi,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.63805,42.6621,"(1.63805, 42.6621)",1,,,
224,Somalia,,Dugwell,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000224,01/19/2006 12:00:00 AM +0000,SO,Towfiq 2,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.63854,44.2673,"(1.63854, 44.2673)",1,,,
225,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000225,01/27/2006 12:00:00 AM +0000,SO,Towfiiq 3,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.63896,44.2683,"(1.63896, 44.2683)",1,,,
226,Somalia,,Dugwell,yes,,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000226,01/20/2006 12:00:00 AM +0000,SO,Murqmaal 2,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.64158,44.2187,"(1.64158, 44.2187)",1,,,
227,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000227,01/20/2006 12:00:00 AM +0000,SO,Murginal 1,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.64257,44.2199,"(1.64257, 44.2199)",1,,,
228,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000228,01/19/2006 12:00:00 AM +0000,SO,Dayney 1,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.65947,44.2571,"(1.65947, 44.2571)",1,,,
229,Somalia,,Dugwell Afridan,no,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000229,01/20/2006 12:00:00 AM +0000,SO,Dayney 2,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.66012,44.2575,"(1.66012, 44.2575)",1,,,
230,Somalia,,Dugwell,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000230,01/19/2006 12:00:00 AM +0000,SO,Uranurow Iskashat,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.66058,44.327,"(1.66058, 44.327)",1,,,
231,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000231,01/19/2006 12:00:00 AM +0000,SO,Aflow,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.66325,44.2772,"(1.66325, 44.2772)",1,,,
232,Somalia,,Dugwell,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000232,01/19/2006 12:00:00 AM +0000,SO,Uranurow,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.66405,44.326,"(1.66405, 44.326)",1,,,
233,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000233,04/06/2006 12:00:00 AM +0000,SO,Uranurow School,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.66409,44.326,"(1.66409, 44.326)",1,,,
234,Somalia,,Dugwell,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000234,01/19/2006 12:00:00 AM +0000,SO,Uranurow Dagyani,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.6651,44.3283,"(1.6651, 44.3283)",1,,,
235,Somalia,,Dugwell,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000235,01/20/2006 12:00:00 AM +0000,SO,Afgoye Yarey,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.666,44.3847,"(1.666, 44.3847)",1,,,
236,Somalia,,Dugwell Rope & Washer,yes,,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000236,01/20/2006 12:00:00 AM +0000,SO,Afgoi Yarey,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.6669,44.3904,"(1.6669, 44.3904)",1,,,
237,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000237,01/19/2006 12:00:00 AM +0000,SO,Bananey Caliya,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.68703,44.3722,"(1.68703, 44.3722)",1,,,
238,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000238,01/20/2006 12:00:00 AM +0000,SO,Bambasa Mosque,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.6879,44.4188,"(1.6879, 44.4188)",1,,,
239,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000239,01/20/2006 12:00:00 AM +0000,SO,Bambasa 1,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.68896,44.4191,"(1.68896, 44.4191)",1,,,
240,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000240,01/20/2006 12:00:00 AM +0000,SO,Bambasa Wadajir,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.6904,44.4196,"(1.6904, 44.4196)",1,,,
241,Somalia,,Dugwell Rope & Washer,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000241,01/20/2006 12:00:00 AM +0000,SO,Bambasa II,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.69047,44.4174,"(1.69047, 44.4174)",1,,,
242,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000242,01/21/2006 12:00:00 AM +0000,SO,Banancy School,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.69351,44.3783,"(1.69351, 44.3783)",1,,,
243,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000243,01/20/2006 12:00:00 AM +0000,SO,Afgoye Yare Kumba,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.69351,44.3822,"(1.69351, 44.3822)",1,,,
244,Somalia,,Dugwell Afridan,yes,,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000244,01/20/2006 12:00:00 AM +0000,SO,Banarey Mosque 1,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.69395,44.3759,"(1.69395, 44.3759)",1,,,
245,Somalia,,Dugwell Local Made Windlass,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Afgooye,wpdx-00000245,01/20/2006 12:00:00 AM +0000,SO,Grasweyne,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.86114,44.7954,"(1.86114, 44.7954)",1,,,
246,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Afgooye,wpdx-00000246,01/20/2006 12:00:00 AM +0000,SO,Bulo Barrow,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.86215,44.7665,"(1.86215, 44.7665)",1,,,
247,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Afgooye,wpdx-00000247,01/20/2006 12:00:00 AM +0000,SO,Bulo Siidow,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.86222,44.7809,"(1.86222, 44.7809)",1,,,
248,Somalia,,Dugwell Windlass,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Afgooye,wpdx-00000248,01/21/2006 12:00:00 AM +0000,SO,Bulo Muuddey,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.86881,44.8038,"(1.86881, 44.8038)",1,,,
249,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Afgooye,wpdx-00000249,01/20/2006 12:00:00 AM +0000,SO,Bulo Yarow,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.87328,44.7701,"(1.87328, 44.7701)",1,,,
250,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Afgooye,wpdx-00000250,01/20/2006 12:00:00 AM +0000,SO,Aybuley School,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.91287,44.8156,"(1.91287, 44.8156)",1,,,
251,Somalia,,Dugwell Indian Mark II,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Afgooye,wpdx-00000251,01/21/2006 12:00:00 AM +0000,SO,Aybuley1,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.91342,44.8689,"(1.91342, 44.8689)",1,,,
252,Somalia,,Dugwell,no,,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Afgooye,wpdx-00000252,01/19/2006 12:00:00 AM +0000,SO,Mubarak Brawi,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.9139,44.7133,"(1.9139, 44.7133)",1,,,
253,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Afgooye,wpdx-00000253,01/21/2006 12:00:00 AM +0000,SO,Mubarak Sheikh,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.91508,44.7744,"(1.91508, 44.7744)",1,,,
254,Somalia,,Dugwell Mark II,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Afgooye,wpdx-00000254,01/21/2006 12:00:00 AM +0000,SO,Aybuley 2,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.91516,44.8144,"(1.91516, 44.8144)",1,,,
255,Somalia,,Dugwell Afridan,yes,,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Afgooye,wpdx-00000255,01/21/2006 12:00:00 AM +0000,SO,Mubarak Ibrahim,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.91692,44.773,"(1.91692, 44.773)",1,,,
256,Somalia,,Dugwell,no,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Afgooye,wpdx-00000256,01/21/2006 12:00:00 AM +0000,SO,Mubarak Sidi,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.91746,44.7756,"(1.91746, 44.7756)",1,,,
257,Somalia,,Dugwell,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000257,01/19/2006 12:00:00 AM +0000,SO,Mubarak School,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.91842,44.7737,"(1.91842, 44.7737)",1,,,
258,Somalia,,Dugwell,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Afgooye,wpdx-00000258,12/20/2005 12:00:00 AM +0000,SO,Darasalam,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.92073,44.7788,"(1.92073, 44.7788)",1,,,
